iterations,error_feas_max,error_feas_mean,error_opt_max,error_opt_mean,error_total_mean
224,0.0010270033340729857,0.0003793363013204664,0.004341664827575921,0.0016290165059678688,0.0010041764036441676
225,0.0010302899411355855,0.0006612672744689349,0.008967802689252896,0.002940735066842078,0.0018010011706555066
226,0.0010320974892574707,0.0003179530278899168,0.007548350774691288,0.0030005712255150273,0.001659262126702472
227,0.0009496130093219622,0.0004332807581539155,0.014959073866914377,0.003152851901256046,0.0017930663297049806
228,0.0010304771958748794,0.00046703472792975506,0.01260995027140662,0.0038135411824646304,0.002140287955197193
229,0.0010620488465688711,0.00018764506331980923,0.010462874992677377,0.0027336162599377063,0.0014606306616287577
230,0.0010714677159634266,0.000597844155911064,0.003776092721984419,0.0011344933576656758,0.0008661687567883699
231,0.0010712467002711786,0.00044870820691973203,0.00849603015739343,0.002382541702641168,0.00141562495478045
232,0.0010583049122129759,0.00041437308445980503,0.005928939713576938,0.002413345564932741,0.001413859324696273
233,0.001033770185643686,0.0005784757617872666,0.009645739823805668,0.003245250307547771,0.0019118630346675188
234,0.0009988808339000156,0.0007268913390583896,0.006054165797793705,0.0018779000730600951,0.0013023957060592424
235,0.0010120225998571943,0.0006137258306709142,0.012836117132206185,0.003248766841994056,0.001931246336332485
236,0.0009085104683392637,0.0004958914879008706,0.00839654654424533,0.003720865382455031,0.0021083784351779507
237,0.0008998919221624823,0.00041986291800352076,0.004264551686906189,0.0012641166553429262,0.0008419897866732235
238,0.000986240114875002,0.0006750294081591033,0.007072804814706437,0.002371760136310203,0.001523394772234653
239,0.0009807103928993071,0.0006170093122330083,0.01150286610701906,0.0032311391006513957,0.0019240742064422019
240,0.0009755655886570455,0.0006875016822286038,0.010030151832817136,0.00346319980260137,0.002075350742414987
241,0.0009701671024973427,0.0006661418334607055,0.009101207105048163,0.003037198382172724,0.001851670107816715
242,0.0009676105572808724,0.0006626685538960038,0.004895472656703854,0.0011381813606599102,0.0009004249572779569
243,0.0009745586461583374,0.0004453860310882759,0.004503809908507209,0.002036204864169329,0.0012407954476288026
244,0.0009812313208714162,0.000357074138934672,0.01126523187895127,0.002918420244057748,0.0016377471914962101
245,0.0009876314153240663,0.0005944157857043182,0.009829288611867052,0.002532205469149187,0.0015633106274267525
246,0.000993758692914879,0.0004077509680092942,0.011391608816020589,0.004766495400263369,0.002587123184136332
247,0.0009976402705956181,0.0004754463934096051,0.010118905361467784,0.002636008703065674,0.0015557275482376396
248,0.001359426056260312,0.0007459494943978292,0.015980923778378574,0.004782308939728355,0.002764129217063092
249,0.0012522154746361946,0.0004150847712840897,0.0062315550192127015,0.002232182348312854,0.0013236335597984717
250,0.0011310388139304957,0.0002769096102937517,0.005888957209335823,0.0019639826077372156,0.0011204461090154837
251,0.0005391154078969319,0.00013681065002185835,0.018281186460519024,0.004932997868982972,0.0025349042595024154
252,0.0010284704965580313,0.0005216274872645567,0.012707842708275557,0.0034250579419554997,0.001973342714610028
253,0.00048805500517393505,0.00014344338040967375,0.005732503652842827,0.0032851849336009683,0.001714314157005321
254,0.0010153359107570523,0.00041222125777493014,0.012211237299953992,0.003634488581628577,0.0020233549197017533
255,0.000812497945491073,0.00027204660983631954,0.011856805057142315,0.003418427871269486,0.001845237240552903
256,0.0010101928924254493,0.00022977761130957899,0.014846072555748073,0.005604778676309251,0.002917278143809415
257,0.0009030487914669848,0.0003456990388353661,0.004918217914087121,0.002989514310677241,0.0016676066747563034
258,0.000972472651439492,0.00037613543044049335,0.01478818802231455,0.004124412359225274,0.0022502738948328837
259,0.0010341362047961815,0.0005749714844860623,0.003045080904462116,0.001245772764292268,0.0009103721243891652
260,0.001064653612784464,0.0005508596167022922,0.003945556691315578,0.0013894522184524105,0.0009701559175773513
261,0.0010650622144577327,0.0006427682106495735,0.004701040755241287,0.002114949482690713,0.0013788588466701432
262,0.001009069624216326,0.0005794845589735408,0.01253322315178366,0.002905211761043681,0.0017423481600086109
263,0.0010290373982320409,0.00044697392740585185,0.004572776820869268,0.0018260121984476248,0.0011364930629267384
264,0.000994914565752881,0.0005270780501211051,0.012882864492685114,0.00431219222386567,0.002419635136993388
265,0.001002092788153687,0.00041255841339098165,0.0040806836536784515,0.0014762382749339642,0.000944398344162473
266,0.0009201618554013726,0.0004898228636451138,0.01093185737942514,0.003516780011089291,0.0020033014373672022
267,0.000990701470240636,0.0007090646233813221,0.0050815024741763075,0.0015411083130243424,0.0011250864682028322
268,0.000896222760653653,0.00062102273299302,0.008253082406024854,0.002258384447008575,0.0014397035900007974
269,0.0008708885401239244,0.00038341967585834875,0.012292059870640581,0.0033497622344771717,0.0018665909551677602
270,0.0009611575515552352,0.00038997345199234714,0.01206093517021424,0.004519584660427114,0.0024547790562097307
271,0.0008304263950129324,0.0004514853058252857,0.004467765994009541,0.002007264643128313,0.0012293749744767995
272,0.0009488041956213734,0.0005006484141821851,0.009956103215508359,0.004223484623771323,0.0023620665189767543
273,0.0009435048142904198,0.0005347051228780314,0.00883585828510985,0.0033195591429840466,0.001927132132931039
274,0.0009466756692523282,0.0007362509800398519,0.00954667593263005,0.0015179433567635659,0.001127097168401709
